,chrom,description,end,geneSymbol,start
16835,chr20,"Homo sapiens l(3)mbt-like 1 (Drosophila) (L3MBTL1), transcript variant II, mRNA.",42179593,L3MBTL1,42136319
16836,chr20,"Homo sapiens serum/glucocorticoid regulated kinase 2 (SGK2), transcript variant 1, mRNA.",42214273,SGK2,42168790
16837,chr20,"Homo sapiens intraflagellar transport 52 homolog (Chlamydomonas) (IFT52), mRNA.",42275862,IFT52,42219578
16838,chr20,"Homo sapiens v-myb myeloblastosis viral oncogene homolog (avian)-like 2 (MYBL2), mRNA.",42345122,MYBL2,42295708
16839,chr20,"Homo sapiens TOX high mobility group box family member 2 (TOX2), transcript variant 3, mRNA.",42698254,TOX2,42543491
16840,chr20,"Homo sapiens OSER1 antisense RNA 1 (head to head) (OSER1-AS1), transcript variant 3, non-coding RNA.",42854667,OSER1-AS1,42839599
16841,chr20,Homo sapiens cDNA clone IMAGE:5265020.,42852332,BC036500,42846121
16842,chr20,"Homo sapiens ganglioside induced differentiation associated protein 1-like 1 (GDAP1L1), transcript variant 2, mRNA.",42909557,GDAP1L1,42875738
16843,chr20,"Homo sapiens R3H domain containing-like (R3HDML), mRNA.",42979432,R3HDML,42965797
16844,chr20,"Homo sapiens hepatocyte nuclear factor 4, alpha (HNF4A), transcript variant 7, mRNA.",43061485,HNF4A,42984440
16845,chr20,"Homo sapiens microRNA 3646 (MIR3646), microRNA.",43036843,MIR3646,43036759
16846,chr20,"Homo sapiens tocopherol (alpha) transfer protein-like (TTPAL), transcript variant 1, mRNA.",43123244,TTPAL,43104525
16847,chr20,"Homo sapiens protein kinase (cAMP-dependent, catalytic) inhibitor gamma (PKIG), transcript variant 1, mRNA.",43247678,PKIG,43160435
16848,chr20,"Homo sapiens WNT1 inducible signaling pathway protein 2 (WISP2), mRNA.",43356452,WISP2,43343884
16849,chr20,"Homo sapiens potassium channel, subfamily K, member 15 (KCNK15), mRNA.",43380954,KCNK15,43374487
16850,chr20,"Homo sapiens tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide (YWHAB), transcript variant 1, mRNA.",43537161,YWHAB,43514343
16851,chr20,"Homo sapiens poly(A) binding protein, cytoplasmic 1-like (PABPC1L), mRNA.",43587799,PABPC1L,43538702
16852,chr20,"Homo sapiens serine/threonine kinase 4 (STK4), mRNA.",43708593,STK4,43595119
16853,chr20,Homo sapiens mRNA for serine/threonine kinase 4 variant protein.,43708618,AB209315,43706691
16854,chr20,"Homo sapiens peptidase inhibitor 3, skin-derived (PI3), mRNA.",43805185,PI3,43803539
16855,chr20,"Homo sapiens semenogelin II (SEMG2), mRNA.",43853099,SEMG2,43835637
16856,chr20,"Homo sapiens semenogelin I (SEMG1), mRNA.",43838414,SEMG1,43835637
16857,chr20,"Homo sapiens recombination signal binding protein for immunoglobulin kappa J region-like (RBPJL), mRNA.",43946464,RBPJL,43935490
16858,chr20,"Homo sapiens SYS1-DBNDD2 readthrough (NMD candidate) (SYS1-DBNDD2), non-coding RNA.",44039250,SYS1-DBNDD2,43991808
16859,chr20,"Homo sapiens dysbindin (dystrobrevin binding protein 1) domain containing 2 (DBNDD2), transcript variant 3, mRNA.",44039250,DBNDD2,44034632
16860,chr20,"Homo sapiens SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae) (SYS1), transcript variant 3, mRNA.",44005442,SYS1,43990576
16861,chr20,"Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class T (PIGT), transcript variant 5, non-coding RNA.",44054885,PIGT,44044706
16862,chr20,"Homo sapiens WAP four-disulfide core domain 2 (WFDC2), mRNA.",44110172,WFDC2,44098393
16863,chr20,"Homo sapiens WAP four-disulfide core domain 10A (WFDC10A), mRNA.",44259831,WFDC10A,44258384
16864,chr20,"Homo sapiens WAP four-disulfide core domain 13 (WFDC13), mRNA.",44337456,WFDC13,44330654
16865,chr20,"Homo sapiens serine peptidase inhibitor, Kunitz type 4 (SPINT4), mRNA.",44354335,SPINT4,44350987
16866,chr20,"Homo sapiens deoxynucleotidyltransferase, terminal, interacting protein 1 (DNTTIP1), mRNA.",44440066,DNTTIP1,44420575
16867,chr20,"Homo sapiens ubiquitin-conjugating enzyme E2C (UBE2C), transcript variant 2, mRNA.",44445596,UBE2C,44441254
16868,chr20,"Homo sapiens sorting nexin family member 21 (SNX21), transcript variant 3, mRNA.",44471914,SNX21,44462469
16869,chr20,"Homo sapiens zinc finger, SWIM-type containing 3 (ZSWIM3), transcript variant 2, non-coding RNA.",44507769,ZSWIM3,44486219
16870,chr20,"Homo sapiens zinc finger, SWIM-type containing 1 (ZSWIM1), mRNA.",44513905,ZSWIM1,44509847
16871,chr20,"Homo sapiens cathepsin A (CTSA), transcript variant 1, mRNA.",44527458,CTSA,44519590
16872,chr20,"Homo sapiens PDX1 C-terminal inhibiting factor 1 (PCIF1), mRNA.",44576662,PCIF1,44563316
16873,chr20,"Homo sapiens matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase) (MMP9), mRNA.",44645200,MMP9,44637546
16874,chr20,"Homo sapiens solute carrier family 12 (potassium/chloride transporter), member 5 (SLC12A5), transcript variant 2, mRNA.",44688789,SLC12A5,44650328
16875,chr20,"Homo sapiens CD40 molecule, TNF receptor superfamily member 5 (CD40), transcript variant 1, mRNA.",44758384,CD40,44746905
16876,chr20,"Homo sapiens cDNA FLJ30343 fis, clone BRACE2007502.",45074923,AK054905,45062279
16877,chr20,"Homo sapiens solute carrier family 2 (facilitated glucose transporter), member 10 (SLC2A10), mRNA.",45364985,SLC2A10,45338278
16878,chr20,"Homo sapiens eyes absent homolog 2 (Drosophila) (EYA2), transcript variant 1, mRNA.",45817492,EYA2,45523262
16879,chr20,"Homo sapiens microRNA 3616 (MIR3616), microRNA.",45795700,MIR3616,45795608
16880,chr20,"Homo sapiens uncharacterized LOC100131496 (LOC100131496), non-coding RNA.",45949498,LOC100131496,45947245
16881,chr20,"Homo sapiens, clone IMAGE:5752022, mRNA.",45983376,BC047609,45981304
16882,chr20,"Homo sapiens nuclear receptor coactivator 3 (NCOA3), transcript variant 1, mRNA.",46285621,NCOA3,46130600
16883,chr20,"Homo sapiens, clone IMAGE:5755782, mRNA.",46133202,BC036778,46130674
16884,chr20,Homo sapiens mRNA; cDNA DKFZp686I1537 (from clone DKFZp686I1537).,46589679,BX648826,46585042
16885,chr20,"Homo sapiens long intergenic non-protein coding RNA 494 (LINC00494), non-coding RNA.",46999381,LINC00494,46988653
16886,chr20,"Homo sapiens ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited) (ARFGEF2), mRNA.",47653230,ARFGEF2,47538274
16887,chr20,"Homo sapiens FKSG56 (FKSG56) mRNA, complete cds.",47552227,FKSG56,47551777
16888,chr20,"Homo sapiens CSE1 chromosome segregation 1-like (yeast) (CSE1L), transcript variant 1, mRNA.",47713497,CSE1L,47662782
16889,chr20,"Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 27 (DDX27), mRNA.",47860614,DDX27,47835831
16890,chr20,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 1, non-coding RNA.",47905795,ZFAS1,47894714
16891,chr20,"Homo sapiens small nucleolar RNA, C/D box 12C (SNORD12C), small nucleolar RNA.",47895560,SNORD12C,47895481
16892,chr20,"Homo sapiens small nucleolar RNA, C/D box 12B (SNORD12B), small nucleolar RNA.",47896952,SNORD12B,47896849
16893,chr20,"Homo sapiens small nucleolar RNA, C/D box 12 (SNORD12), small nucleolar RNA.",47897309,SNORD12,47897219
16894,chr20,"Homo sapiens solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8 (SLC9A8), transcript variant 1, mRNA.",48508779,SLC9A8,48429249
16895,chr20,"Homo sapiens ring finger protein 114 (RNF114), mRNA.",48570422,RNF114,48552913
16896,chr20,"Homo sapiens snail family zinc finger 1 (SNAI1), mRNA.",48605420,SNAI1,48599512
16897,chr20,"Homo sapiens CCAAT/enhancer binding protein (C/EBP), beta (CEBPB), mRNA.",48809227,CEBPB,48807119
16898,chr20,"Homo sapiens cDNA, FLJ97140.",48895368,AK307192,48884034
16899,chr20,"Homo sapiens uncharacterized LOC284751 (LOC284751), non-coding RNA.",48931456,LOC284751,48909256
16900,chr20,"Homo sapiens protein tyrosine phosphatase, non-receptor type 1 (PTPN1), mRNA.",49201086,PTPN1,49126890
16901,chr20,"Homo sapiens microRNA 645 (MIR645), microRNA.",49202416,MIR645,49202322
16902,chr20,"Homo sapiens par-6 partitioning defective 6 homolog beta (C. elegans) (PARD6B), mRNA.",49370278,PARD6B,49348080
16903,chr20,"Homo sapiens breast carcinoma amplified sequence 4 (BCAS4), transcript variant 1, mRNA.",49493714,BCAS4,49411466
16904,chr20,"Homo sapiens molybdenum cofactor synthesis 3 (MOCS3), mRNA.",49578399,MOCS3,49575350
16905,chr20,"Homo sapiens teashirt zinc finger homeobox 2 (TSHZ2), transcript variant 1, mRNA.",52111869,TSHZ2,51588945
16906,chr20,"Homo sapiens prefoldin subunit 4 (PFDN4), mRNA.",52836492,PFDN4,52824501
16907,chr20,"Homo sapiens docking protein 5 (DOK5), mRNA.",53267710,DOK5,53092265
16908,chr20,"Homo sapiens melanocortin 3 receptor (MC3R), mRNA.",54824871,MC3R,54823787
16909,chr20,"Homo sapiens family with sequence similarity 210, member B (FAM210B), mRNA.",54943718,FAM210B,54933982
16910,chr20,"Homo sapiens cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kDa (CSTF1), transcript variant 2, mRNA.",54979582,CSTF1,54967426
16911,chr20,"Homo sapiens Cas scaffolding protein family member 4 (CASS4), transcript variant 1, mRNA.",55034396,CASS4,54987167
16912,chr20,"Homo sapiens replication termination factor 2 domain containing 1 (RTFDC1), mRNA.",55093942,RTFDC1,55043646
16913,chr20,"Homo sapiens family with sequence similarity 209, member B (FAM209B), mRNA.",55111574,FAM209B,55099784
16914,chr20,"Homo sapiens family with sequence similarity 209, member A (FAM209A), mRNA.",55101208,FAM209A,55099784
16915,chr20,"Homo sapiens transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) (TFAP2C), mRNA.",55214338,TFAP2C,55204357
16916,chr20,Homo sapiens cDNA clone IMAGE:5275266.,55858053,BC037891,55841852
16917,chr20,"Homo sapiens SPO11 meiotic protein covalently bound to DSB (SPO11), transcript variant 1, mRNA.",55919049,SPO11,55904830
16918,chr20,"Homo sapiens microRNA 5095 (MIR5095), microRNA.",55998278,MIR5095,55913212
16919,chr20,"Homo sapiens RAE1 RNA export 1 homolog (S. pombe) (RAE1), transcript variant 1, mRNA.",55953519,RAE1,55926144
16920,chr20,"Homo sapiens RNA binding motif protein 38 (RBM38), transcript variant 1, mRNA.",55984386,RBM38,55966453
16921,chr20,"Homo sapiens phosphoenolpyruvate carboxykinase 1 (soluble) (PCK1), mRNA.",56141513,PCK1,56136136
16922,chr20,"Homo sapiens cDNA FLJ31536 fis, clone NT2RI2000689.",56287808,AK056098,56285238
16923,chr20,"Homo sapiens microRNA 4532 (MIR4532), microRNA.",56470500,MIR4532,56470449
16924,chr20,"Homo sapiens chromosome 20 open reading frame 85 (C20orf85), mRNA.",56736183,C20orf85,56725982
16925,chr20,"Homo sapiens RAB22A, member RAS oncogene family (RAB22A), mRNA.",56942563,RAB22A,56884770
16926,chr20,"Homo sapiens VAMP (vesicle-associated membrane protein)-associated protein B and C (VAPB), transcript variant 1, mRNA.",57026156,VAPB,56964174
16927,chr20,"Homo sapiens APCDD1L antisense RNA 1 (head to head) (APCDD1L-AS1), non-coding RNA.",57194948,APCDD1L-AS1,57090434
16928,chr20,"Homo sapiens syntaxin 16 (STX16), transcript variant 5, mRNA.",57254582,STX16,57226308
16929,chr20,"Homo sapiens aminopeptidase-like 1 (NPEPL1), transcript variant 3, mRNA.",57291367,NPEPL1,57264186
16930,chr20,"Homo sapiens cDNA clone IMAGE:4131853, **** WARNING: chimeric clone ****.",57331891,BC007940,57329405
16931,chr20,"Homo sapiens GNAS complex locus (GNAS), transcript variant 1, mRNA.",57486250,GNAS,57414794
16932,chr20,"Homo sapiens cDNA FLJ36215 fis, clone THYMU2000684, highly similar to Guanine nucleotide-binding protein G-s-alpha-4.",57470739,AK093534,57470251
16933,chr20,"Homo sapiens negative elongation factor complex member C/D (NELFCD), mRNA.",57570188,NELFCD,57556262
16934,chr20,"Homo sapiens tubulin, beta 1 class VI (TUBB1), mRNA.",57601709,TUBB1,57594308
16935,chr20,"Homo sapiens zinc finger protein 831 (ZNF831), mRNA.",57834167,ZNF831,57766074
16936,chr20,"Homo sapiens endothelin 3 (EDN3), transcript variant 1, mRNA.",57901047,EDN3,57875498
16937,chr20,"Homo sapiens phosphatase and actin regulator 3 (PHACTR3), transcript variant 2, mRNA.",58422766,PHACTR3,58152563
16938,chr20,"Homo sapiens family with sequence similarity 217, member B (FAM217B), transcript variant 1, mRNA.",58523702,FAM217B,58508818
16939,chr20,"Homo sapiens cadherin 26 (CDH26), transcript variant a, mRNA.",58608829,CDH26,58533470
16940,chr20,"Homo sapiens chromosome 20 open reading frame 197 (C20orf197), mRNA.",58648008,C20orf197,58630979
16941,chr20,"Homo sapiens uncharacterized LOC284757 (LOC284757), non-coding RNA.",59228978,LOC284757,58713547
16942,chr20,"Homo sapiens microRNA 4533 (MIR4533), microRNA.",59053239,MIR4533,59053168
16943,chr20,"Homo sapiens cadherin 4, type 1, R-cadherin (retinal) (CDH4), transcript variant 1, mRNA.",60515673,CDH4,59827481
16944,chr20,"Homo sapiens LSM14B, SCD6 homolog B (S. cerevisiae) (LSM14B), mRNA.",60710434,LSM14B,60697516
16945,chr20,"Homo sapiens synovial sarcoma translocation gene on chromosome 18-like 1 (SS18L1), mRNA.",60757566,SS18L1,60718821
16946,chr20,"Homo sapiens mitochondrial ribosome-associated GTPase 2 (MTG2), mRNA.",60777810,MTG2,60758080
16947,chr20,"Homo sapiens cDNA FLJ44790 fis, clone BRACE3039288.",60811355,AK126744,60807015
16948,chr20,"Homo sapiens oxysterol binding protein-like 2 (OSBPL2), transcript variant 1, mRNA.",60871269,OSBPL2,60813579
16949,chr20,"Homo sapiens adhesion regulating molecule 1 (ADRM1), transcript variant 1, mRNA.",60883918,ADRM1,60878026
16950,chr20,"Homo sapiens ribosomal protein S21 (RPS21), mRNA.",60963576,RPS21,60962120
16951,chr20,"Homo sapiens chromosome 20 open reading frame 166 (C20orf166), mRNA.",61167971,C20orf166,61147659
16952,chr20,"Homo sapiens microRNA 133a-2 (MIR133A2), microRNA.",61162220,MIR133A2,61162118
16953,chr20,"Homo sapiens microRNA 1-1 (MIR1-1), microRNA.",61151583,MIR1-1,61151512
16954,chr20,"Homo sapiens solute carrier organic anion transporter family, member 4A1 (SLCO4A1), mRNA.",61303647,SLCO4A1,61273796
16955,chr20,"Homo sapiens neurotensin receptor 1 (high affinity) (NTSR1), mRNA.",61394123,NTSR1,61340188
16956,chr20,"Homo sapiens cDNA FLJ35325 fis, clone PROST2012542.",61407369,AX747649,61404868
16957,chr20,"Homo sapiens MRG/MORF4L binding protein (MRGBP), mRNA.",61431945,MRGBP,61427804
16958,chr20,"Homo sapiens opioid growth factor receptor (OGFR), mRNA.",61445352,OGFR,61436176
16959,chr20,"Homo sapiens collagen, type IX, alpha 3 (COL9A3), mRNA.",61472511,COL9A3,61448413
16960,chr20,"Homo sapiens DPH3, KTI11 homolog (S. cerevisiae) pseudogene 1 (DPH3P1), mRNA.",61477543,DPH3P1,61476475
16961,chr20,"Homo sapiens GID complex subunit 8 homolog (S. cerevisiae) (GID8), mRNA.",61579827,GID8,61569440
16962,chr20,"Homo sapiens solute carrier family 17, member 9 (SLC17A9), mRNA.",61599949,SLC17A9,61583998
16963,chr20,"Homo sapiens uncharacterized LOC63930 (LOC63930), non-coding RNA.",61716423,LOC63930,61640734
16964,chr20,"Homo sapiens uncharacterized LOC100144597 (LOC100144597), non-coding RNA.",61685215,LOC100144597,61669362
16965,chr20,"Homo sapiens highly accelerated region 1A (non-protein coding) (HAR1A), non-coding RNA.",61735737,HAR1A,61732643
16966,chr20,"Homo sapiens microRNA 124-3 (MIR124-3), microRNA.",61809938,MIR124-3,61809851
16967,chr20,"Homo sapiens baculoviral IAP repeat containing 7 (BIRC7), transcript variant 1, mRNA.",61871854,BIRC7,61867275
16968,chr20,"Homo sapiens microRNA 3196 (MIR3196), microRNA.",61870194,MIR3196,61870130
16969,chr20,"Homo sapiens uncharacterized LOC100192386 (FLJ16779), non-coding RNA.",61892967,FLJ16779,61885329
16970,chr20,"Homo sapiens ADP-ribosylation factor GTPase activating protein 1 (ARFGAP1), transcript variant 2, mRNA.",61921142,ARFGAP1,61904164
16971,chr20,"Homo sapiens microRNA 4326 (MIR4326), microRNA.",61918218,MIR4326,61918159
16972,chr20,"Homo sapiens collagen, type XX, alpha 1 (COL20A1), mRNA.",61962285,COL20A1,61924537
16973,chr20,"Homo sapiens pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish) (PPDPF), mRNA.",62153524,PPDPF,62152132
16974,chr20,"Homo sapiens chromosome 20 open reading frame 195 (C20orf195), mRNA.",62188035,C20orf195,62184372
16975,chr20,"Homo sapiens RTEL1-TNFRSF6B readthrough (NMD candidate) (RTEL1-TNFRSF6B), non-coding RNA.",62330051,RTEL1-TNFRSF6B,62289162
16976,chr20,"Homo sapiens regulator of telomere elongation helicase 1 (RTEL1), transcript variant 2, mRNA.",62328544,RTEL1,62289162
16977,chr20,"Homo sapiens tumor necrosis factor receptor superfamily, member 6b, decoy (TNFRSF6B), mRNA.",62330051,TNFRSF6B,62327130
16978,chr20,"Homo sapiens zinc finger, CCCH-type with G patch domain (ZGPAT), transcript variant 3, mRNA.",62370460,ZGPAT,62338793
16979,chr20,"Homo sapiens Lck interacting transmembrane adaptor 1 (LIME1), mRNA.",62370460,LIME1,62367052
16980,chr20,"Homo sapiens SLC2A4 regulator (SLC2A4RG), mRNA.",62375403,SLC2A4RG,62371210
16981,chr20,"Homo sapiens cDNA clone IMAGE:3139291, partial cds.",62454360,BC002534,62439441
16982,chr20,"Homo sapiens abhydrolase domain containing 16B (ABHD16B), mRNA.",62494341,ABHD16B,62492565
16983,chr20,"Homo sapiens tumor protein D52-like 2 (TPD52L2), transcript variant 1, mRNA.",62522898,TPD52L2,62496580
16984,chr20,"Homo sapiens DnaJ (Hsp40) homolog, subfamily C, member 5 (DNAJC5), mRNA.",62567384,DNAJC5,62526454
16985,chr20,"Homo sapiens microRNA 941-1 (MIR941-1), microRNA.",62551006,MIR941-1,62550777
16986,chr20,"Homo sapiens microRNA 941-3 (MIR941-3), microRNA.",62551313,MIR941-3,62551084
16987,chr20,"Homo sapiens UCKL1 antisense RNA 1 (UCKL1-AS1), antisense RNA.",62588338,UCKL1-AS1,62584736
16988,chr20,"Homo sapiens PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae) (PRPF6), mRNA.",62664453,PRPF6,62612430
16989,chr20,"Homo sapiens long intergenic non-protein coding RNA 176 (LINC00176), transcript variant 1, non-coding RNA.",62671315,LINC00176,62665696
16990,chr20,"Homo sapiens transcription elongation factor A (SII), 2 (TCEA2), transcript variant 2, mRNA.",62703700,TCEA2,62688174
16991,chr20,"Homo sapiens transcription elongation factor A (SII), 2, mRNA (cDNA clone IMAGE:4763969), with apparent retained intron.",62695476,BC056407,62694543
16992,chr20,"Homo sapiens opiate receptor-like 1 (OPRL1), transcript variant 3, mRNA.",62731996,OPRL1,62711470
16993,chr20,"Homo sapiens myelin transcription factor 1 (MYT1), mRNA.",62873606,MYT1,62783143
16994,chr20,"Homo sapiens protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 (PCMTD2), transcript variant 1, mRNA.",62907579,PCMTD2,62887047
16995,chr20,"Homo sapiens long intergenic non-protein coding RNA 266-1 (LINC00266-1), non-coding RNA.",62934707,LINC00266-1,62921737
16996,chr20,"Homo sapiens defensin, beta 128 (DEFB128), mRNA.",170264,DEFB128,168526
16997,chr20,"Homo sapiens chromosome 20 open reading frame 96 (C20orf96), transcript variant 2, mRNA.",271419,C20orf96,251503
16998,chr20,"Homo sapiens TBC1 domain family, member 20 (TBC1D20), mRNA.",443187,TBC1D20,416123
16999,chr20,Homo sapiens clone HH419 unknown mRNA.,417600,DQ588114,416125
17000,chr20,"Homo sapiens casein kinase 2, alpha 1 polypeptide (CSNK2A1), transcript variant 1, mRNA.",524482,CSNK2A1,463337
17001,chr20,"Homo sapiens transcription factor 15 (basic helix-loop-helix) (TCF15), mRNA.",590910,TCF15,584636
17002,chr20,"Homo sapiens scratch homolog 2, zinc finger protein (Drosophila) (SCRT2), mRNA.",656823,SCRT2,642239
17003,chr20,"Homo sapiens sulfiredoxin 1 (SRXN1), mRNA.",656823,SRXN1,627267
17004,chr20,"Homo sapiens solute carrier family 52, riboflavin transporter, member 3 (SLC52A3), mRNA.",749228,SLC52A3,740723
17005,chr20,"Homo sapiens angiopoietin 4 (ANGPT4), mRNA.",896960,ANGPT4,853296
17006,chr20,"Homo sapiens R-spondin 4 (RSPO4), transcript variant 1, mRNA.",982907,RSPO4,939095
